ItemFullNumber,LotFullNumber,LotUrl,LotCategory,LotName*,LotDescription,Warranty,LotImage,LowEstimate,HighEstimate,StartingBid*,Increment,Cost,Replacement Price,ReservePrice,Consignor,ListingOnly,BestOffer,BuyNowAmount,NoBidding,SalesTax,HpTaxSchemaId,BpTaxSchemaId,NoTaxOutsideState,Featured?,Quantity,QuantityDigits,QuantityXMoney,BuyNowSelectQuantity,T&C,Changes,OnlyTaxBP,"Location (named, mutually exclusive with detailed location)",Location address,Location country,Location city,Location county,Location logo,Location state,location zip,BulkControl,BulkWinBidDistribution,BpSetting,BpRangeCalculation,SeoMetaTitle,SeoMetaKeywords,SeoMetaDescription,FbOgTitle,FbOgDescription,FbOgImageUrl,GeneralNote,NoteToClerk,PublishDate,StartBiddingDate,UnpublishDate,StartClosingDate,ConsignorCommissionId,ConsignorCommissionRanges,ConsignorCommissionCalculationMethod,ConsignorSoldFeeId,ConsignorSoldFeeRanges,ConsignorSoldFeeCalculationMethod,ConsignorSoldFeeReference,ConsignorUnsoldFeeId,ConsignorUnsoldFeeRanges,ConsignorUnsoldFeeCalculationMethod,ConsignorUnsoldFeeReference,Type,Primary Colour,Clarity,Primary Cut Shape,Diamond Carat,Purpose,Secondary Category,Secondary Colour,Secondary Diamond Carat,Diamond Carat Range,Gemstone Carat Range,Gold Carat,Metal,Pearl Size,Pearl Size Range,Origin,Model No,Certificate,Condition,Brand,Youtube,Other Bidding Methods,Condition Report,Additional Videos,Consignment Details,Australian & International Details
98028,198,,Tanzanite,3.27ct Loose Tanzanite,A loose square emerald cut Natural Tanzanite of 3.27ct. Size 8.9mm x 8.9mm x 5.1mm. (As new),,https://www.solditonline.com.au/catalogue/images/2021/98028-3.27ct-loose-tanzanite.jpg|https://www.solditonline.com.au/catalogue/images/2021/98028_1-3.27ct-loose-tanzanite.jpg|https://www.solditonline.com.au/catalogue/images/2021/98028_2-3.27ct-loose-tanzanite.jpg|https://www.solditonline.com.au/catalogue/images/2021/98028_3-3.27ct-loose-tanzanite.jpg|https://www.solditonline.com.au/catalogue/images/2021/98028_4-3.27ct-loose-tanzanite.jpg,850,950,300,,,,800,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loose Gems,,,Emerald,3.27,Parcel,,,,,3 - 3.99,,,,,,,,As New, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
98467,199,,Accessories,Saint Laurent Small Le 5 a 7 Supple Bag,"Saint Laurent small Le 5 A 7 supple bag in black finely grained leather. Featuring antique gold-toned hardware, a single flat adjustable shoulder strap and an open top secured by a fold over leather tab with signature YSL logo. The hook closure opens to a black suede interior with a zip pocket. Approximate dimensions: 22cm(L) x 21cm(H) x 9cm(D) and 20.5cm shoulder strap drop. Accompanied by a Saint Laurent dustbag. With Entrupy Certificate of Authenticity. (Pre-owned)",,https://www.solditonline.com.au/catalogue/images/2021/98467-saint-laurent-small-le-5-a-7-supple-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98467_1-saint-laurent-small-le-5-a-7-supple-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98467_10-saint-laurent-small-le-5-a-7-supple-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98467_11-saint-laurent-small-le-5-a-7-supple-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98467_2-saint-laurent-small-le-5-a-7-supple-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98467_20-saint-laurent-small-le-5-a-7-supple-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98467_3-saint-laurent-small-le-5-a-7-supple-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98467_4-saint-laurent-small-le-5-a-7-supple-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98467_5-saint-laurent-small-le-5-a-7-supple-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98467_6-saint-laurent-small-le-5-a-7-supple-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98467_7-saint-laurent-small-le-5-a-7-supple-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98467_8-saint-laurent-small-le-5-a-7-supple-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98467_9-saint-laurent-small-le-5-a-7-supple-bag.jpg,2300,2500,850,,,,2300,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer Bags,,,,,,,,,,,,,,,,,Entrupy,Pre-owned,Yves Saint Laurent,,,"<strong>Exterior:</strong> Very good, with slight signs of wear.<p><ul><li><strong>Material:</strong> With light creases.</li></ul><p><ul><li><strong>Shape:</strong> Slightly misshapen due to soft craft material.</li></ul><p><ul><li><strong>Stitching:</strong> Very good.</li></ul><p><ul><li><strong>Closure:</strong> Hook closure works well.</li></ul><p><ul><li><strong>Base:</strong> Slight staining on base leather.</li></ul><p><strong>Interior:</strong> Very good, with slight signs of wear.<p><ul><li><strong>Lining:</strong> Rubbings on fabric due to hardware contact and slight creasing on base leather.</li></ul><p><ul><li><strong>Pockets:</strong> Very good.</li></ul><p><ul><li><strong>Zippers:</strong> Zipper slightly stiff.</li></ul><p><strong>Handle/Strap:</strong> Slight bend in strap and rubbing marks on leather due to storage.<p><strong>Hardware:</strong> Very good, with minor scratches.<p>",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
98101,200,,Watches Mens,Breitling Superocean 44 Mens Watch,"Breitling SuperOcean 44 stainless steel automatic mens watch. Black dial, date, case diameter: 44mm, wrist size: 16.5cm, Swiss made. Ref# A17391A8/BA80. With Breitling stainless steel bracelet and clasp. With Certificate of Authenticity, Breitling E-warranty card dated 09/09/2013 and Breitling box. 3 month FSA warranty. Weight: 213.6g (Pre-owned)",,https://www.solditonline.com.au/catalogue/images/2021/98101-breitling-superocean-44-mens-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/98101_1-breitling-superocean-44-mens-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/98101_2-breitling-superocean-44-mens-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/98101_20-breitling-superocean-44-mens-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/98101_3-breitling-superocean-44-mens-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/98101_4-breitling-superocean-44-mens-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/98101_5-breitling-superocean-44-mens-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/98101_6-breitling-superocean-44-mens-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/98101_7-breitling-superocean-44-mens-watch.jpg,3000,3500,1100,,,,3000,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Watch,,,,,,,,,,,,Stainless Steel,,,,A17391,Creative Watchmaker,Pre-owned,Breitling,,,"<strong>Type:</strong> Breitling Ref# A17391A8/BA80 SuperOcean 44, stainless steel.<p><strong>Dial:</strong> Black dial with date window at 3 o'clock position and scratch-resistant sapphire crystal.<p><strong>Case No:</strong> 14….. (the serial number is concealed for security reasons in the online copy of the certificate)<p><strong>Case Info:</strong> 44mm, stainless steel with unidirectional rotating bezel and screw-down crown.<p><strong>Watch Movement:</strong> Self-winding, Automatic.<p><strong>Band:</strong> Breitling stainless steel bracelet with 15 links and foldover clasp.<p><strong>Condition:</strong> This timepiece is presented in good condition showing scratches and light polish marks throughout, most noticeable along the bezel edges and case back. The bracelet links show slight wear.<p><strong><a href='https://www.firststateauctions.com/au/watch-condition-report'> (click here for more  information)</a></strong><p><strong>Box:</strong> Good condition.<p><strong>Warranty:</strong> FSA warranty of 3 months applies to this watch.<p><strong><a href='https://www.firststateauctions.com/au/swiss-watches-warranty'> (click here for more  information)</a></strong><p><strong>Notes:</strong> Timekeeping accuracy has been tested within 20 seconds per day and warranty cover is for within 20 seconds per day.
<P>
Buyers to assume the watch hasn’t been serviced unless stated otherwise.",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
95848,201,,Jade,2.59ct Green Jade & Diamond Ring,Jade and Diamond ring with oval cabochon cut Natural green Jadeite Jade - Type A of 2.59ct and round Natural Diamonds totalling 0.32ct (Estimated grading: G VS). Platinum - 900. Ring size L. Band width: 2.4mm. Weight: 6.9g. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/95848-2.59ct-green-jade---diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/95848_1-2.59ct-green-jade---diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/95848_2-2.59ct-green-jade---diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/95848_3-2.59ct-green-jade---diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/95848_4-2.59ct-green-jade---diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/95848_5-2.59ct-green-jade---diamond-ring.jpg,1600,1800,600,,,,1500,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring,Green,,Oval,2.59,,Diamond,,0.32,0 - 0.49,2 - 2.99,,Platinum,,,,,,Pre-owned, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
95706,202,,Sapphire,48.64ct Yellow & Blue Sapphire Gold Bracelet,Sapphire and Diamond bracelet with oval shape Natural yellow & blue Sapphires totalling 48.64ct and round Natural Diamonds totalling 1.68ct (Estimated grading: G-H VS). 18ct yellow gold. Length: 18cm. Width: 1.6cm. Weight: 66.3g. With Certificate #421581. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/95706-48.64ct-yellow---blue-sapphire-gold-bracelet.jpg|https://www.solditonline.com.au/catalogue/images/2021/95706_1-48.64ct-yellow---blue-sapphire-gold-bracelet.jpg|https://www.solditonline.com.au/catalogue/images/2021/95706_2-48.64ct-yellow---blue-sapphire-gold-bracelet.jpg|https://www.solditonline.com.au/catalogue/images/2021/95706_20-48.64ct-yellow---blue-sapphire-gold-bracelet.jpg|https://www.solditonline.com.au/catalogue/images/2021/95706_3-48.64ct-yellow---blue-sapphire-gold-bracelet.jpg|https://www.solditonline.com.au/catalogue/images/2021/95706_4-48.64ct-yellow---blue-sapphire-gold-bracelet.jpg|https://www.solditonline.com.au/catalogue/images/2021/95706_5-48.64ct-yellow---blue-sapphire-gold-bracelet.jpg,14000,15000,4900,,,,14000,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bracelet,,,Oval,48.64,,Diamond,,1.68,1.5 - 1.99,20 - 150,18,Yellow Gold,,,,,Mitchells Jewellery Valuations,Pre-owned, ,https://www.youtube.com/watch?v=QQQUYF0lGW4,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
94837,203,,Alexandrite,0.65ct Alexandrite & Diamond Ring,Alexandrite and Diamond ring with centre pear shape Natural Alexandrite of 0.65ct (moderate - strong colour change from Bluish Green to Purple) and baguette cut Natural Diamonds totalling 0.46ct (Estimated grading: H-I SI). Platinum - 900. Ring size L3/4. Band width: 3mm-4.2mm. Weight: 8.5g. With Certificate #421382. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/94837-0.65ct-alexandrite---diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/94837_1-0.65ct-alexandrite---diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/94837_2-0.65ct-alexandrite---diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/94837_20-0.65ct-alexandrite---diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/94837_3-0.65ct-alexandrite---diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/94837_4-0.65ct-alexandrite---diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/94837_5-0.65ct-alexandrite---diamond-ring.jpg,3300,3800,1200,,,,3300,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring,,,Oval,0.65,,Diamond,,0.46,0 - 0.49,0 - 0.99,,Platinum,,,,,Mitchells Jewellery Valuations,Pre-owned, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
95628,204,,Tanzanite,35.65ct Tanzanite & 1.77ct Diamond Necklace,Tanzanite and Diamond necklace with 44 oval shape Natural Tanzanite totalling 35.65ct and round Natural Diamonds totalling 1.77ct (Estimated grading: GHI SI-P1). Platinum 850. Length: 43cm. Weight: 38.8g. With Certificate #421516. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/95628-35.65ct-tanzanite---1.77ct-diamond-necklace.jpg|https://www.solditonline.com.au/catalogue/images/2021/95628_1-35.65ct-tanzanite---1.77ct-diamond-necklace.jpg|https://www.solditonline.com.au/catalogue/images/2021/95628_2-35.65ct-tanzanite---1.77ct-diamond-necklace.jpg|https://www.solditonline.com.au/catalogue/images/2021/95628_20-35.65ct-tanzanite---1.77ct-diamond-necklace.jpg|https://www.solditonline.com.au/catalogue/images/2021/95628_3-35.65ct-tanzanite---1.77ct-diamond-necklace.jpg|https://www.solditonline.com.au/catalogue/images/2021/95628_4-35.65ct-tanzanite---1.77ct-diamond-necklace.jpg|https://www.solditonline.com.au/catalogue/images/2021/95628_5-35.65ct-tanzanite---1.77ct-diamond-necklace.jpg,10000,11000,3500,,,,10000,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace,,,Oval,35.65,,Diamond,,1.77,1.5 - 1.99,20 - 150,,Platinum,,,,,Mitchells Jewellery Valuations,Pre-owned, ,https://www.youtube.com/watch?v=3Kn-wodTmUo,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
98604,205,,Diamond,1.04ct Diamond Studs GIA D-E SI1,Diamond stud earrings with 2 round brilliant cut Natural Diamonds totalling 1.04ct (with GIA Summary Reports graded as D SI1 #3535482723 & E SI1 #2526212738). 18ct white gold. Weight: 1.2g. (New),,https://www.solditonline.com.au/catalogue/images/2021/98604-1.04ct-diamond-studs-gia-d-e-si1.jpg|https://www.solditonline.com.au/catalogue/images/2021/98604_1-1.04ct-diamond-studs-gia-d-e-si1.jpg|https://www.solditonline.com.au/catalogue/images/2021/98604_19-1.04ct-diamond-studs-gia-d-e-si1.jpg|https://www.solditonline.com.au/catalogue/images/2021/98604_2-1.04ct-diamond-studs-gia-d-e-si1.jpg|https://www.solditonline.com.au/catalogue/images/2021/98604_20-1.04ct-diamond-studs-gia-d-e-si1.jpg,2200,2500,800,,,,2100,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,E,SI1,Round,1.04,Stud Earrings,,,,1 - 1.49,,18,White Gold,,,,,GIA,New, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
98698,206,,Watches Mens,Panerai Luminor Base Logo Mens Watch,"Panerai Luminor Base Logo stainless steel manual winding mens watch. Black dial, case diameter: 44m, max wrist size: 20.5cm, Swiss made. Ref# PAM01086/OP7233. With Panerai brown leather strap and buckle. With Certificate of Authenticity. 3 month FSA warranty. Weight: 129.3g (Pre-owned)",,https://www.solditonline.com.au/catalogue/images/2021/98698-panerai-luminor-base-logo-mens-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/98698_1-panerai-luminor-base-logo-mens-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/98698_2-panerai-luminor-base-logo-mens-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/98698_20-panerai-luminor-base-logo-mens-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/98698_3-panerai-luminor-base-logo-mens-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/98698_4-panerai-luminor-base-logo-mens-watch.jpg,4500,5000,1600,,,,4500,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Watch,,,,,,,,,,,,Stainless Steel,,,,PAM01086,David Lightfoot Watchmaker,Pre-owned,Panerai,,,"<strong>Type:</strong> Panerai Ref# PAM01086/OP7233, Luminor Base Logo, stainless steel<p><strong>Dial:</strong> Black dial and with a scratch-resistant sapphire crystal<p><strong>Case No:</strong> PL….. (the serial number is concealed for security reasons in the online copy of the certificate)<p><strong>Case Info:</strong> 44mm, stainless steel with pull-push back crown concealed by Panerai locking system<p><strong>Watch Movement:</strong> Manual (hand wound) movement<p><strong>Band:</strong> Panerai brown leather strap with tang buckle<p><strong>Condition:</strong> This timepiece is presented in good condition with visible scratches and scuffs throughout the case and buckle. The strap shows wear and discoloration consistent with regular use.<p><strong><a href='https://www.firststateauctions.com/au/watch-condition-report'> (click here for more  information)</a></strong><p><strong>Box:</strong> No box provided<p><strong>Warranty:</strong> FSA warranty of 3 months applies to this watch<p><strong><a href='https://www.firststateauctions.com/au/swiss-watches-warranty'> (click here for more  information)</a></strong><p><strong>Notes:</strong> Timekeeping accuracy has been tested within 20 seconds per day and warranty cover is for within 20 seconds per day. 
<P> 
Buyers to assume the watch hasn’t been serviced unless stated otherwise.",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
98676,207,,Pearl,12.5mm Light Golden South Sea Pearl Earrings,Pearl shepherds hook earrings with Light Golden South Sea Pearls of 12.5mm. Drop length: 3.5cm. 18ct yellow gold. Weight: 6.1g. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/98676-12.5mm-light-golden-south-sea-pearl-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/98676_1-12.5mm-light-golden-south-sea-pearl-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/98676_2-12.5mm-light-golden-south-sea-pearl-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/98676_3-12.5mm-light-golden-south-sea-pearl-earrings.jpg,1200,1800,450,,,,1200,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Gold,,,,,,,,,,18,Yellow Gold,12.5,12 - 13,South Sea,,,Pre-owned, ,,,"<strong>Notes:</strong> Graded using the GIA scale
Shape: Round to Near Round
Colour: Light Golden
Lustre: Very Good
Surface: Almost Free",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
97685,208,,Gold Jewellery,Bvlgari B.Zero1 Necklace,Bvlgari B.Zero1 necklace. Motif diameter: 15mm. 18ct white gold with 41cm Bvlgari 18ct white gold chain. Made in Italy. Weight:12.0g. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/97685-bvlgari-b.zero1-necklace.jpg|https://www.solditonline.com.au/catalogue/images/2021/97685_1-bvlgari-b.zero1-necklace.jpg|https://www.solditonline.com.au/catalogue/images/2021/97685_2-bvlgari-b.zero1-necklace.jpg|https://www.solditonline.com.au/catalogue/images/2021/97685_3-bvlgari-b.zero1-necklace.jpg|https://www.solditonline.com.au/catalogue/images/2021/97685_4-bvlgari-b.zero1-necklace.jpg|https://www.solditonline.com.au/catalogue/images/2021/97685_5-bvlgari-b.zero1-necklace.jpg,2600,2800,950,,,,2600,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pendant,,,,,,,,,,,18,White Gold,,,Branded,,,Pre-owned,Bvlgari,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
96696,209,,Diamond,3.51ct Diamond Trilogy Ring GIA D-E SI1,Diamond trilogy ring with 3 round brilliant cut Natural Diamonds totalling 3.51ct. With centre round brilliant cut Natural Diamond of 1.50ct (with GIA Report graded as D SI1 #7521736993) & 2 side round brilliant cut Natural Diamonds totalling 2.01ct (with GIA Reports graded as D SI1 #1538463989 & E SI1 #5232683932). 18ct yellow gold. Ring size: L1/4. Band width: 3.1mm - 3.5mm. Weight: 7.0g. (New),,https://www.solditonline.com.au/catalogue/images/2021/96696-3.51ct-diamond-trilogy-ring-gia-d-e-si1.jpg|https://www.solditonline.com.au/catalogue/images/2021/96696_1-3.51ct-diamond-trilogy-ring-gia-d-e-si1.jpg|https://www.solditonline.com.au/catalogue/images/2021/96696_18-3.51ct-diamond-trilogy-ring-gia-d-e-si1.jpg|https://www.solditonline.com.au/catalogue/images/2021/96696_19-3.51ct-diamond-trilogy-ring-gia-d-e-si1.jpg|https://www.solditonline.com.au/catalogue/images/2021/96696_2-3.51ct-diamond-trilogy-ring-gia-d-e-si1.jpg|https://www.solditonline.com.au/catalogue/images/2021/96696_20-3.51ct-diamond-trilogy-ring-gia-d-e-si1.jpg|https://www.solditonline.com.au/catalogue/images/2021/96696_3-3.51ct-diamond-trilogy-ring-gia-d-e-si1.jpg|https://www.solditonline.com.au/catalogue/images/2021/96696_4-3.51ct-diamond-trilogy-ring-gia-d-e-si1.jpg|https://www.solditonline.com.au/catalogue/images/2021/96696_5-3.51ct-diamond-trilogy-ring-gia-d-e-si1.jpg,17500,19500,6250,,,,16500,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring,D,SI1,Round,1.5,Engagement,Diamond,,2.01,1.5 - 1.99,,18,Yellow Gold,,,,,GIA,New, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
